<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.04.12	22:30:00	4647.660	4659.013	4645.121	4657.910	3737	0	280
2026.04.12	22:45:00	4657.966	4660.280	4651.701	4658.844	2091	0	280
2026.04.12	23:00:00	4658.845	4660.568	4651.671	4659.448	2388	0	280
2026.04.12	23:15:00	4659.384	4659.859	4644.212	4653.229	2537	0	280
2026.04.12	23:30:00	4653.180	4659.995	4650.091	4655.809	1927	0	280
2026.04.12	23:45:00	4655.839	4671.957	4655.590	4671.399	2523	0	280
2026.04.13	00:00:00	4671.180	4673.306	4664.530	4672.391	4242	0	280
2026.04.13	00:15:00	4672.334	4676.062	4669.016	4673.083	3434	0	280
2026.04.13	00:30:00	4673.142	4682.873	4670.902	4678.493	3168	0	280
2026.04.13	00:45:00	4678.570	4698.609	4678.007	4695.361	3277	0	280
2026.04.13	01:00:00	4695.515	4719.438	4693.591	4714.994	9447	0	280
2026.04.13	01:15:00	4715.056	4721.303	4711.111	4717.259	4712	0	280
2026.04.13	01:30:00	4717.213	4721.354	4710.809	4714.384	4776	0	280
2026.04.13	01:45:00	4714.217	4728.110	4710.110	4721.125	4329	0	280
2026.04.13	02:00:00	4721.345	4725.848	4718.946	4722.403	3497	0	280
2026.04.13	02:15:00	4722.345	4724.639	4719.154	4720.049	2365	0	280
2026.04.13	02:30:00	4719.980	4727.907	4714.947	4715.518	3612	0	280
2026.04.13	02:45:00	4715.459	4721.609	4711.306	4720.569	2659	0	280
2026.04.13	03:00:00	4720.260	4721.548	4712.221	4713.725	2234	0	280
2026.04.13	03:15:00	4713.785	4721.118	4712.880	4718.756	2079	0	280
2026.04.13	03:30:00	4718.700	4723.823	4717.340	4721.978	1707	0	280
2026.04.13	03:45:00	4722.260	4722.493	4717.167	4718.209	1444	0	280
2026.04.13	04:00:00	4718.243	4718.529	4708.422	4714.433	1783	0	280
2026.04.13	04:15:00	4714.432	4715.769	4709.427	4712.442	1594	0	280
2026.04.13	04:30:00	4712.502	4719.440	4708.772	4718.610	1874	0	280
2026.04.13	04:45:00	4718.515	4725.041	4716.050	4722.995	1847	0	280
2026.04.13	05:00:00	4723.041	4726.142	4718.535	4719.323	2027	0	280
2026.04.13	05:15:00	4719.312	4721.492	4716.304	4720.275	1777	0	280
2026.04.13	05:30:00	4720.270	4724.790	4718.013	4721.317	2949	0	280
2026.04.13	05:45:00	4721.112	4730.762	4720.651	4729.518	2732	0	280
2026.04.13	06:00:00	4729.279	4729.807	4723.397	4726.140	3172	0	280
2026.04.13	06:15:00	4726.228	4731.873	4725.358	4731.499	2787	0	280
2026.04.13	06:30:00	4731.609	4732.739	4725.386	4726.359	2566	0	280
2026.04.13	06:45:00	4726.161	4726.451	4720.737	4725.422	2448	0	280
2026.04.13	07:00:00	4725.668	4738.762	4724.981	4728.316	3710	0	280
2026.04.13	07:15:00	4728.003	4732.693	4726.543	4730.725	2431	0	280
2026.04.13	07:30:00	4730.905	4733.709	4727.325	4732.125	2104	0	280
2026.04.13	07:45:00	4732.095	4739.988	4728.259	4733.778	3187	0	280
2026.04.13	08:00:00	4733.795	4738.625	4732.269	4732.828	2835	0	280
2026.04.13	08:15:00	4732.905	4734.325	4730.056	4732.020	2124	0	280
2026.04.13	08:30:00	4732.120	4736.175	4720.690	4721.428	2549	0	280
2026.04.13	08:45:00	4721.505	4729.856	4719.982	4723.475	2658	0	280
2026.04.13	09:00:00	4723.472	4728.515	4716.030	4719.306	3295	0	280
2026.04.13	09:15:00	4719.080	4721.270	4714.053	4715.064	2325	0	280
2026.04.13	09:30:00	4714.962	4719.979	4710.542	4714.204	2857	0	280
2026.04.13	09:45:00	4714.062	4716.706	4710.994	4714.746	1789	0	280
2026.04.13	10:00:00	4714.751	4718.907	4713.669	4717.676	1888	0	280
2026.04.13	10:15:00	4717.742	4717.871	4708.117	4712.303	2154	0	280
2026.04.13	10:30:00	4712.598	4718.550	4711.675	4717.851	1829	0	280
2026.04.13	10:45:00	4717.798	4723.854	4717.279	4721.986	2050	0	280
2026.04.13	11:00:00	4721.920	4729.169	4719.953	4721.587	2883	0	280
2026.04.13	11:15:00	4721.283	4723.576	4718.490	4721.168	1973	0	280
2026.04.13	11:30:00	4720.938	4722.361	4703.868	4707.746	3367	0	280
2026.04.13	11:45:00	4707.610	4711.994	4703.374	4706.836	3878	0	280
2026.04.13	12:00:00	4706.916	4720.200	4703.564	4717.214	4337	0	280
2026.04.13	12:15:00	4717.230	4717.846	4703.634	4710.444	3289	0	280
2026.04.13	12:30:00	4710.385	4716.383	4708.846	4715.622	3368	0	280
2026.04.13	12:45:00	4715.562	4725.150	4715.272	4723.466	3234	0	280
2026.04.13	13:00:00	4723.514	4736.225	4722.770	4734.075	5944	0	280
2026.04.13	13:15:00	4734.132	4737.556	4728.690	4733.057	3180	0	280
2026.04.13	13:30:00	4733.117	4737.490	4724.540	4726.923	5776	0	280
2026.04.13	13:45:00	4727.105	4744.637	4721.146	4730.503	12489	0	280
2026.04.13	14:00:00	4730.543	4731.362	4720.392	4727.263	5750	0	280
2026.04.13	14:15:00	4727.157	4728.086	4709.587	4715.430	7951	0	280
2026.04.13	14:30:00	4715.347	4722.573	4708.793	4721.606	4660	0	280
2026.04.13	14:45:00	4721.512	4723.396	4709.985	4719.158	4342	0	280
2026.04.13	15:00:00	4718.896	4719.840	4700.145	4707.668	6837	0	280
2026.04.13	15:15:00	4707.582	4711.497	4702.842	4703.854	3854	0	280
2026.04.13	15:30:00	4703.631	4718.053	4702.062	4712.590	3989	0	280
2026.04.13	15:45:00	4712.457	4715.723	4710.933	4714.555	2671	0	280
2026.04.13	16:00:00	4714.336	4720.878	4709.356	4719.581	4825	0	280
2026.04.13	16:15:00	4719.608	4733.895	4718.634	4730.429	5137	0	280
2026.04.13	16:30:00	4730.339	4740.616	4728.622	4740.133	7278	0	280
2026.04.13	16:45:00	4740.196	4746.229	4732.048	4733.070	5587	0	280
2026.04.13	17:00:00	4733.096	4738.314	4725.611	4730.742	3311	0	280
2026.04.13	17:15:00	4730.802	4749.893	4729.551	4743.163	4276	0	280
2026.04.13	17:30:00	4743.103	4747.476	4742.569	4743.856	2517	0	280
2026.04.13	17:45:00	4744.127	4744.127	4727.159	4730.001	2845	0	280
2026.04.13	18:00:00	4730.002	4733.046	4728.740	4730.269	2128	0	280
2026.04.13	18:15:00	4730.200	4731.082	4723.056	4727.158	2431	0	280
2026.04.13	18:30:00	4727.131	4735.115	4726.765	4733.339	2086	0	280
2026.04.13	18:45:00	4733.502	4740.775	4733.392	4738.270	2319	0	280
2026.04.13	19:00:00	4738.182	4739.549	4730.631	4734.691	2105	0	280
2026.04.13	19:15:00	4734.745	4743.910	4734.745	4743.157	1615	0	280
2026.04.13	19:30:00	4743.051	4747.426	4739.197	4741.633	1987	0	280
2026.04.13	19:45:00	4741.847	4745.708	4739.324	4741.195	2753	0	280
2026.04.13	20:00:00	4741.085	4744.178	4739.754	4742.480	1393	0	280
2026.04.13	20:15:00	4742.581	4743.808	4738.446	4739.326	1020	0	280
2026.04.13	20:30:00	4739.389	4740.636	4738.363	4739.745	929	0	280
2026.04.13	20:45:00	4739.686	4741.761	4738.069	4741.043	927	0	280
2026.04.13	22:00:00	4750.701	4752.652	4746.636	4748.467	1620	0	280
2026.04.13	22:15:00	4748.473	4749.662	4745.863	4748.412	1099	0	280
2026.04.13	22:30:00	4748.412	4750.527	4746.300	4750.527	1105	0	280
2026.04.13	22:45:00	4750.279	4759.440	4748.954	4757.822	1455	0	280
2026.04.13	23:00:00	4757.759	4765.957	4757.759	4762.789	1681	0	280
2026.04.13	23:15:00	4762.858	4763.440	4754.799	4755.400	1171	0	280
2026.04.13	23:30:00	4755.406	4761.489	4754.378	4759.468	1215	0	280
2026.04.13	23:45:00	4759.402	4761.689	4756.556	4757.316	1270	0	280
2026.04.14	00:00:00	4757.641	4760.481	4751.499	4759.662	3182	0	280
2026.04.14	00:15:00	4759.549	4767.521	4759.549	4762.203	2862	0	280
2026.04.14	00:30:00	4762.413	4775.752	4761.190	4770.420	2845	0	280
2026.04.14	00:45:00	4770.190	4771.949	4768.383	4769.705	2037	0	280
2026.04.14	01:00:00	4769.679	4777.042	4762.544	4775.857	5369	0	280
2026.04.14	01:15:00	4775.918	4776.820	4769.675	4770.512	3297	0	280
2026.04.14	01:30:00	4770.440	4773.059	4764.061	4772.715	3007	0	280
2026.04.14	01:45:00	4772.844	4773.705	4761.679	4764.584	2652	0	280
2026.04.14	02:00:00	4764.507	4771.075	4762.789	4768.056	2639	0	280
2026.04.14	02:15:00	4768.004	4772.371	4767.545	4768.612	1406	0	280
2026.04.14	02:30:00	4768.773	4772.626	4762.115	4772.102	2636	0	280
2026.04.14	02:45:00	4772.008	4777.205	4772.008	4774.972	1862	0	280
2026.04.14	03:00:00	4774.955	4775.608	4768.605	4768.993	1776	0	280
2026.04.14	03:15:00	4769.216	4771.290	4765.760	4768.367	1833	0	280
2026.04.14	03:30:00	4768.481	4769.556	4765.682	4767.705	1345	0	280
2026.04.14	03:45:00	4767.703	4771.869	4767.329	4768.232	1106	0	280
2026.04.14	04:00:00	4768.260	4770.257	4766.835	4768.585	1009	0	280
2026.04.14	04:15:00	4768.567	4776.910	4768.428	4775.785	1168	0	280
2026.04.14	04:30:00	4775.843	4776.211	4771.557	4773.440	1073	0	280
2026.04.14	04:45:00	4773.281	4775.984	4772.455	4774.210	1086	0	280
2026.04.14	05:00:00	4774.242	4774.312	4763.192	4765.571	1831	0	280
2026.04.14	05:15:00	4765.585	4768.103	4761.453	4764.595	1539	0	280
2026.04.14	05:30:00	4764.559	4767.336	4758.055	4761.147	3291	0	280
2026.04.14	05:45:00	4761.090	4766.582	4759.262	4760.103	2315	0	280
2026.04.14	06:00:00	4760.141	4769.748	4760.119	4765.833	2731	0	280
2026.04.14	06:15:00	4765.772	4768.172	4763.268	4767.471	1743	0	280
2026.04.14	06:30:00	4767.465	4770.445	4764.225	4769.423	1815	0	280
2026.04.14	06:45:00	4769.565	4783.144	4768.930	4782.016	3180	0	280
2026.04.14	07:00:00	4782.080	4796.392	4780.907	4790.216	4963	0	280
2026.04.14	07:15:00	4790.036	4791.474	4767.967	4772.706	4226	0	280
2026.04.14	07:30:00	4772.826	4779.523	4771.669	4777.781	2540	0	280
2026.04.14	07:45:00	4777.724	4780.596	4774.071	4777.050	2873	0	280
2026.04.14	08:00:00	4776.983	4782.479	4774.202	4780.260	2825	0	280
2026.04.14	08:15:00	4780.269	4786.401	4775.659	4785.823	2598	0	280
2026.04.14	08:30:00	4785.885	4789.796	4782.673	4784.934	2235	0	280
2026.04.14	08:45:00	4784.994	4786.634	4781.512	4786.573	1860	0	280
2026.04.14	09:00:00	4786.972	4788.052	4780.464	4785.715	1872	0	280
2026.04.14	09:15:00	4785.609	4789.119	4778.498	4778.643	2029	0	280
2026.04.14	09:30:00	4778.735	4779.607	4771.318	4778.324	2817	0	280
2026.04.14	09:45:00	4778.387	4782.213	4772.841	4778.305	2137	0	280
2026.04.14	10:00:00	4778.364	4784.854	4778.364	4782.005	1905	0	280
2026.04.14	10:15:00	4781.998	4787.857	4780.501	4783.719	1845	0	280
2026.04.14	10:30:00	4784.023	4784.466	4751.773	4767.209	4060	0	280
2026.04.14	10:45:00	4767.145	4772.300	4766.806	4768.531	2148	0	280
2026.04.14	11:00:00	4768.466	4776.892	4766.715	4776.477	2365	0	280
2026.04.14	11:15:00	4776.554	4782.988	4774.953	4778.243	1821	0	280
2026.04.14	11:30:00	4777.940	4779.788	4773.118	4777.824	1964	0	280
2026.04.14	11:45:00	4777.935	4782.766	4770.376	4775.028	3182	0	280
2026.04.14	12:00:00	4775.085	4777.514	4768.794	4769.989	3215	0	280
2026.04.14	12:15:00	4770.060	4772.409	4762.359	4768.545	3491	0	280
2026.04.14	12:30:00	4768.594	4776.362	4768.279	4768.513	3475	0	280
2026.04.14	12:45:00	4768.871	4773.684	4762.212	4771.445	3607	0	280
2026.04.14	13:00:00	4771.147	4781.954	4770.981	4781.668	3955	0	280
2026.04.14	13:15:00	4781.599	4792.282	4780.916	4782.936	4106	0	280
2026.04.14	13:30:00	4782.907	4803.307	4780.268	4792.939	7760	0	280
2026.04.14	13:45:00	4792.875	4796.196	4788.818	4794.423	4270	0	280
2026.04.14	14:00:00	4794.525	4803.682	4792.785	4794.921	5687	0	280
2026.04.14	14:15:00	4794.980	4810.448	4794.980	4809.103	4653	0	280
2026.04.14	14:30:00	4809.166	4818.009	4798.295	4798.732	4652	0	280
2026.04.14	14:45:00	4798.793	4806.714	4795.246	4803.936	3801	0	280
2026.04.14	15:00:00	4803.912	4803.938	4790.969	4794.634	4517	0	280
2026.04.14	15:15:00	4794.713	4805.871	4793.011	4802.463	3371	0	280
2026.04.14	15:30:00	4802.528	4813.739	4802.352	4809.334	3432	0	280
2026.04.14	15:45:00	4809.401	4816.082	4806.499	4808.105	2930	0	280
2026.04.14	16:00:00	4808.013	4814.030	4804.883	4809.548	2643	0	280
2026.04.14	16:15:00	4809.492	4819.166	4806.985	4816.375	3007	0	280
2026.04.14	16:30:00	4816.340	4820.297	4813.453	4815.198	2340	0	280
2026.04.14	16:45:00	4815.155	4818.847	4809.124	4810.224	2261	0	280
2026.04.14	17:00:00	4810.226	4833.590	4809.268	4827.179	3982	0	280
2026.04.14	17:15:00	4827.244	4831.752	4824.792	4825.469	2465	0	280
2026.04.14	17:30:00	4825.579	4841.377	4825.089	4836.779	2923	0	280
2026.04.14	17:45:00	4836.741	4839.814	4834.339	4835.170	2000	0	280
2026.04.14	18:00:00	4835.082	4843.367	4834.187	4838.622	2158	0	280
2026.04.14	18:15:00	4838.627	4840.072	4833.428	4837.705	2595	0	280
2026.04.14	18:30:00	4837.820	4839.091	4834.144	4834.567	1786	0	280
2026.04.14	18:45:00	4834.553	4836.537	4830.864	4835.724	1624	0	280
2026.04.14	19:00:00	4835.813	4842.483	4835.735	4841.036	1678	0	280
2026.04.14	19:15:00	4841.171	4842.151	4838.574	4840.810	1618	0	280
2026.04.14	19:30:00	4840.553	4843.627	4838.408	4840.829	1818	0	280
2026.04.14	19:45:00	4840.891	4846.269	4839.952	4844.608	2519	0	280
2026.04.14	20:00:00	4844.678	4846.024	4841.968	4842.884	1315	0	280
2026.04.14	20:15:00	4842.810	4843.305	4839.621	4840.559	889	0	280
2026.04.14	20:30:00	4840.410	4843.005	4839.821	4842.028	825	0	280
2026.04.14	20:45:00	4842.179	4843.188	4840.195	4840.682	912	0	360
2026.04.14	22:00:00	4839.717	4850.597	4838.187	4844.847	1847	0	360
2026.04.14	22:15:00	4844.881	4846.980	4836.254	4840.191	1285	0	360
2026.04.14	22:30:00	4840.161	4842.890	4837.599	4840.286	1248	0	360
2026.04.14	22:45:00	4840.304	4840.375	4833.191	4834.999	1226	0	308
2026.04.14	23:00:00	4834.991	4844.159	4833.669	4837.158	1259	0	280
2026.04.14	23:15:00	4837.290	4839.188	4834.928	4836.107	1353	0	280
2026.04.14	23:30:00	4835.829	4842.715	4835.146	4842.233	1882	0	280
2026.04.14	23:45:00	4842.132	4843.996	4836.172	4836.910	1461	0	280
2026.04.15	00:00:00	4836.967	4839.858	4831.453	4833.815	2466	0	280
2026.04.15	00:15:00	4833.698	4836.313	4828.502	4833.422	2101	0	280
2026.04.15	00:30:00	4833.478	4833.585	4827.140	4829.985	1730	0	280
2026.04.15	00:45:00	4830.108	4837.611	4829.129	4835.587	1739	0	280
2026.04.15	01:00:00	4835.557	4852.736	4828.190	4849.978	4987	0	280
2026.04.15	01:15:00	4849.918	4871.196	4842.132	4850.930	7002	0	280
2026.04.15	01:30:00	4850.814	4851.167	4842.401	4843.618	3721	0	280
2026.04.15	01:45:00	4843.681	4848.837	4839.837	4847.213	3163	0	280
2026.04.15	02:00:00	4846.885	4853.334	4844.787	4845.071	3194	0	280
2026.04.15	02:15:00	4845.279	4846.115	4832.344	4834.699	2534	0	280
2026.04.15	02:30:00	4834.761	4835.391	4821.354	4828.362	4680	0	280
2026.04.15	02:45:00	4828.289	4830.387	4820.401	4823.991	3570	0	280
2026.04.15	03:00:00	4823.703	4825.079	4816.735	4821.013	3470	0	280
2026.04.15	03:15:00	4821.072	4827.783	4820.507	4826.368	2087	0	280
2026.04.15	03:30:00	4826.243	4828.722	4825.325	4828.296	1462	0	280
2026.04.15	03:45:00	4828.353	4829.405	4823.779	4823.842	1381	0	280
2026.04.15	04:00:00	4824.061	4826.270	4820.399	4825.132	1499	0	280
2026.04.15	04:15:00	4825.151	4826.521	4821.218	4824.473	1211	0	280
2026.04.15	04:30:00	4824.744	4827.704	4823.330	4823.399	1111	0	280
2026.04.15	04:45:00	4823.498	4826.234	4821.231	4825.055	1331	0	280
2026.04.15	05:00:00	4824.850	4828.510	4822.478	4826.656	2340	0	280
2026.04.15	05:15:00	4826.597	4830.295	4824.314	4826.096	1936	0	280
2026.04.15	05:30:00	4825.954	4827.768	4812.492	4816.578	4500	0	280
2026.04.15	05:45:00	4816.639	4823.370	4814.248	4819.716	3084	0	280
2026.04.15	06:00:00	4819.834	4824.958	4816.550	4819.127	2571	0	280
2026.04.15	06:15:00	4819.057	4819.519	4813.448	4814.849	2306	0	280
2026.04.15	06:30:00	4814.613	4817.743	4811.020	4816.066	2500	0	280
2026.04.15	06:45:00	4816.148	4822.098	4810.963	4811.639	2455	0	280
2026.04.15	07:00:00	4811.803	4817.015	4803.857	4815.582	3306	0	280
2026.04.15	07:15:00	4815.668	4816.211	4805.501	4812.593	3010	0	280
2026.04.15	07:30:00	4812.596	4815.503	4808.720	4810.360	2588	0	280
2026.04.15	07:45:00	4810.379	4812.476	4805.982	4811.006	2835	0	280
2026.04.15	08:00:00	4810.905	4812.589	4804.563	4811.343	2833	0	280
2026.04.15	08:15:00	4811.373	4814.158	4806.030	4810.003	2601	0	280
2026.04.15	08:30:00	4809.748	4812.856	4805.546	4810.559	2469	0	280
2026.04.15	08:45:00	4810.488	4821.061	4809.739	4818.192	1859	0	280
2026.04.15	09:00:00	4818.131	4819.332	4792.547	4804.816	4782	0	280
2026.04.15	09:15:00	4804.875	4807.153	4797.475	4798.031	2945	0	280
2026.04.15	09:30:00	4797.963	4803.590	4795.256	4796.343	2966	0	280
2026.04.15	09:45:00	4796.298	4800.179	4786.070	4797.960	3333	0	280
2026.04.15	10:00:00	4798.170	4803.336	4795.421	4801.013	2393	0	280
2026.04.15	10:15:00	4801.039	4801.499	4790.067	4795.119	4517	0	280
2026.04.15	10:30:00	4794.863	4800.690	4792.974	4800.122	3264	0	280
2026.04.15	10:45:00	4800.055	4805.183	4799.454	4799.944	2286	0	280
2026.04.15	11:00:00	4800.191	4804.390	4795.541	4802.319	2177	0	280
2026.04.15	11:15:00	4802.425	4806.810	4799.548	4804.725	1873	0	280
2026.04.15	11:30:00	4804.934	4808.672	4802.526	4805.634	1974	0	280
2026.04.15	11:45:00	4805.759	4814.940	4803.969	4812.701	3573	0	280
2026.04.15	12:00:00	4812.634	4814.200	4807.082	4813.781	2947	0	280
2026.04.15	12:15:00	4813.875	4816.109	4810.164	4812.590	2710	0	280
2026.04.15	12:30:00	4812.507	4815.913	4810.235	4811.511	2117	0	280
2026.04.15	12:45:00	4811.766	4815.576	4808.264	4811.730	2205	0	280
2026.04.15	13:00:00	4811.667	4816.213	4808.335	4813.893	4103	0	280
2026.04.15	13:15:00	4814.092	4821.831	4809.900	4821.643	3050	0	280
2026.04.15	13:30:00	4821.583	4825.199	4815.870	4820.544	6111	0	280
2026.04.15	13:45:00	4820.602	4830.015	4819.730	4828.622	4458	0	280
2026.04.15	14:00:00	4828.535	4829.530	4820.487	4828.476	3741	0	280
2026.04.15	14:15:00	4828.441	4830.631	4822.392	4825.093	3289	0	280
2026.04.15	14:30:00	4825.162	4825.756	4815.252	4819.437	3463	0	280
2026.04.15	14:45:00	4819.307	4819.614	4813.495	4815.579	3216	0	280
2026.04.15	15:00:00	4815.684	4816.169	4800.140	4810.128	5174	0	280
2026.04.15	15:15:00	4809.894	4810.480	4797.519	4798.406	3805	0	280
2026.04.15	15:30:00	4798.326	4806.504	4786.713	4803.519	4959	0	280
2026.04.15	15:45:00	4803.586	4807.357	4799.276	4801.779	3080	0	280
2026.04.15	16:00:00	4801.650	4810.285	4800.316	4808.527	2672	0	280
2026.04.15	16:15:00	4808.468	4812.685	4805.147	4811.168	2450	0	280
2026.04.15	16:30:00	4811.132	4812.048	4802.864	4804.635	3038	0	280
2026.04.15	16:45:00	4804.571	4807.338	4800.028	4803.844	3132	0	280
2026.04.15	17:00:00	4803.787	4804.970	4797.719	4798.182	2410	0	280
2026.04.15	17:15:00	4798.248	4808.657	4798.088	4801.871	2478	0	280
2026.04.15	17:30:00	4801.784	4802.813	4792.121	4793.668	2948	0	280
2026.04.15	17:45:00	4793.659	4795.848	4790.816	4792.319	2112	0	280
2026.04.15	18:00:00	4792.556	4800.821	4789.954	4796.862	3953	0	280
2026.04.15	18:15:00	4796.794	4798.812	4792.651	4794.685	2008	0	280
2026.04.15	18:30:00	4794.743	4798.400	4794.605	4796.915	1576	0	280
2026.04.15	18:45:00	4796.825	4802.011	4796.757	4799.789	1699	0	280
2026.04.15	19:00:00	4799.657	4803.465	4798.056	4798.840	1787	0	280
2026.04.15	19:15:00	4798.820	4802.927	4797.754	4802.761	1415	0	280
2026.04.15	19:30:00	4802.703	4802.838	4795.470	4797.197	1669	0	280
2026.04.15	19:45:00	4797.135	4801.402	4794.342	4795.930	2169	0	280
2026.04.15	20:00:00	4795.989	4796.718	4792.579	4793.879	1255	0	280
2026.04.15	20:15:00	4793.871	4795.908	4793.241	4793.912	913	0	280
2026.04.15	20:30:00	4793.933	4793.933	4790.232	4790.744	947	0	280
2026.04.15	20:45:00	4790.883	4792.854	4787.665	4790.976	1264	0	280
2026.04.15	22:00:00	4797.183	4799.144	4791.005	4792.012	1132	0	360
2026.04.15	22:15:00	4792.017	4801.870	4791.753	4800.926	1205	0	280
2026.04.15	22:30:00	4801.266	4803.290	4799.125	4801.110	1056	0	280
2026.04.15	22:45:00	4801.110	4811.912	4801.020	4807.675	1298	0	280
2026.04.15	23:00:00	4807.654	4813.036	4807.542	4812.450	1078	0	280
2026.04.15	23:15:00	4812.585	4815.786	4812.169	4814.949	847	0	280
2026.04.15	23:30:00	4814.958	4824.230	4814.317	4823.007	1444	0	280
2026.04.15	23:45:00	4822.966	4826.631	4821.994	4823.502	1168	0	280
2026.04.16	00:00:00	4823.372	4831.217	4823.015	4829.868	1822	0	280
2026.04.16	00:15:00	4829.562	4830.875	4822.166	4824.801	2180	0	280
2026.04.16	00:30:00	4824.860	4837.546	4820.355	4832.347	2174	0	280
2026.04.16	00:45:00	4832.405	4837.316	4830.702	4832.839	1903	0	280
2026.04.16	01:00:00	4832.873	4836.438	4828.675	4829.881	3698	0	280
2026.04.16	01:15:00	4829.565	4830.468	4822.875	4823.744	2146	0	280
2026.04.16	01:30:00	4823.684	4825.631	4811.195	4816.002	3031	0	280
2026.04.16	01:45:00	4815.890	4822.127	4815.340	4818.040	2131	0	280
2026.04.16	02:00:00	4817.963	4824.957	4817.273	4821.406	2282	0	280
2026.04.16	02:15:00	4821.228	4823.364	4818.952	4819.261	1619	0	280
2026.04.16	02:30:00	4818.996	4821.384	4812.483	4817.372	2369	0	280
2026.04.16	02:45:00	4817.521	4821.027	4815.297	4819.492	2070	0	280
2026.04.16	03:00:00	4819.711	4826.914	4819.185	4826.605	1850	0	280
2026.04.16	03:15:00	4826.486	4826.516	4822.693	4823.894	1505	0	280
2026.04.16	03:30:00	4823.707	4825.889	4818.927	4820.337	1469	0	280
2026.04.16	03:45:00	4820.363	4826.539	4820.363	4824.153	1063	0	280
2026.04.16	04:00:00	4824.153	4827.234	4822.867	4826.619	1248	0	280
2026.04.16	04:15:00	4826.936	4830.014	4825.782	4826.243	1257	0	280
2026.04.16	04:30:00	4826.520	4831.349	4824.941	4830.361	1139	0	280
2026.04.16	04:45:00	4830.361	4833.412	4829.375	4832.801	988	0	280
2026.04.16	05:00:00	4832.881	4838.381	4832.691	4834.278	1751	0	280
2026.04.16	05:15:00	4834.172	4836.019	4831.768	4833.138	1344	0	280
2026.04.16	05:30:00	4833.072	4833.685	4824.509	4825.341	2575	0	280
2026.04.16	05:45:00	4825.274	4829.223	4821.131	4821.335	2476	0	280
2026.04.16	06:00:00	4821.349	4827.541	4821.149	4822.794	2379	0	280
2026.04.16	06:15:00	4822.890	4825.010	4814.187	4816.240	2919	0	280
2026.04.16	06:30:00	4816.313	4824.603	4814.875	4823.897	2932	0	280
2026.04.16	06:45:00	4823.872	4830.527	4822.443	4826.113	2918	0	280
2026.04.16	07:00:00	4826.171	4830.909	4823.245	4825.081	3113	0	280
2026.04.16	07:15:00	4825.173	4829.355	4817.112	4827.983	3461	0	280
2026.04.16	07:30:00	4828.065	4830.019	4824.488	4827.298	1871	0	280
2026.04.16	07:45:00	4827.564	4828.028	4819.353	4821.153	1995	0	280
2026.04.16	08:00:00	4821.199	4821.818	4807.500	4811.744	3466	0	280
2026.04.16	08:15:00	4811.802	4814.653	4809.387	4811.347	2452	0	280
2026.04.16	08:30:00	4811.334	4813.419	4806.390	4812.012	2175	0	280
2026.04.16	08:45:00	4811.952	4814.553	4808.050	4813.554	1806	0	280
2026.04.16	09:00:00	4813.571	4817.857	4811.778	4816.035	1550	0	280
2026.04.16	09:15:00	4816.144	4816.983	4811.032	4813.078	1811	0	280
2026.04.16	09:30:00	4813.105	4814.746	4806.802	4814.590	2641	0	280
2026.04.16	09:45:00	4814.531	4815.305	4810.250	4812.590	2024	0	280
2026.04.16	10:00:00	4812.602	4815.335	4806.846	4807.132	1817	0	280
2026.04.16	10:15:00	4807.101	4810.010	4805.089	4807.132	1601	0	280
2026.04.16	10:30:00	4807.115	4812.239	4804.975	4808.473	1831	0	280
2026.04.16	10:45:00	4808.465	4817.312	4806.533	4817.032	1944	0	280
2026.04.16	11:00:00	4817.069	4820.517	4816.202	4817.579	1971	0	280
2026.04.16	11:15:00	4817.643	4819.794	4815.485	4815.960	1416	0	280
2026.04.16	11:30:00	4816.095	4819.816	4815.688	4817.838	1618	0	280
2026.04.16	11:45:00	4817.579	4822.457	4815.897	4822.180	2037	0	280
2026.04.16	12:00:00	4822.080	4823.050	4811.381	4817.100	2721	0	280
2026.04.16	12:15:00	4817.043	4818.636	4814.006	4815.238	1955	0	280
2026.04.16	12:30:00	4815.132	4820.535	4811.924	4817.055	2622	0	280
2026.04.16	12:45:00	4816.997	4818.965	4813.767	4816.316	1930	0	280
2026.04.16	13:00:00	4816.126	4823.125	4813.947	4817.255	3072	0	280
2026.04.16	13:15:00	4817.481	4821.193	4814.966	4815.540	2430	0	280
2026.04.16	13:30:00	4815.636	4823.950	4812.623	4816.345	6252	0	280
2026.04.16	13:45:00	4816.182	4819.432	4784.636	4794.793	9378	0	280
2026.04.16	14:00:00	4794.623	4805.304	4785.146	4801.057	8800	0	280
2026.04.16	14:15:00	4800.999	4802.833	4790.780	4798.985	5715	0	280
2026.04.16	14:30:00	4799.043	4800.631	4772.900	4787.447	7011	0	280
2026.04.16	14:45:00	4787.390	4793.287	4785.222	4788.505	5723	0	280
2026.04.16	15:00:00	4788.720	4812.910	4788.131	4806.724	4920	0	280
2026.04.16	15:15:00	4806.789	4809.501	4801.548	4801.611	3403	0	280
2026.04.16	15:30:00	4801.669	4810.943	4797.782	4803.033	6206	0	280
2026.04.16	15:45:00	4802.973	4808.288	4800.786	4806.736	3142	0	280
2026.04.16	16:00:00	4806.671	4810.103	4803.285	4804.785	2481	0	280
2026.04.16	16:15:00	4804.889	4805.917	4796.561	4799.240	2426	0	280
